Platform;Year;Global_Sales
XOne;2016;0.11
DS;2010;0.11
PS3;2016;0.11
PS2;2005;0.11
GBA;2002;0.11
PS;1999;0.11
X360;2007;0.11
PSP;2005;0.11
XOne;2016;0.11
X360;2008;0.11
PS2;2004;0.11
XB;2004;0.11
PS;1998;0.11
PSP;2010;0.11
WiiU;2014;0.11
PS2;2003;0.11
GBA;2003;0.11
DS;2009;0.11
3DS;2014;0.11
PC;2013;0.11
Wii;2010;0.11
DS;2007;0.11
DS;2010;0.11
DS;2008;0.11
Wii;2009;0.11
PS2;2000;0.11
PS2;2005;0.11
PS;1999;0.11
DS;2009;0.11
PS3;2010;0.11
XB;2005;0.11
XB;2003;0.11
DS;2004;0.11
WiiU;2014;0.11
PS3;2010;0.11
X360;2010;0.11
GC;2002;0.11
DS;2007;0.11
PS3;2011;0.11
X360;2009;0.11
DS;2006;0.11
PS2;2008;0.11
PS;2000;0.11
PS;1997;0.11
X360;2011;0.11
XB;2003;0.11
SAT;1998;0.11
3DS;2015;0.11
Wii;2007;0.11
PSP;2009;0.11
PS;1994;0.11
XB;2005;0.11
PS2;2009;0.11
X360;2011;0.11
SAT;1996;0.11
DS;2005;0.11
PS3;2011;0.11
DS;2007;0.11
PS2;2005;0.11
PS4;2014;0.11
Wii;2010;0.11
PC;2011;0.11
DS;2009;0.11
Wii;2009;0.11
PS2;2006;0.11
Wii;2010;0.11
Wii;2008;0.11
PSP;2007;0.11
PSP;2011;0.11
DS;2010;0.11
XB;2002;0.11
XB;2002;0.11
Wii;2011;0.11
PS4;2015;0.11
X360;2006;0.11
DS;2009;0.11
XB;2002;0.11
DS;2009;0.11
PS3;2010;0.11
PS3;2008;0.11
PS3;2015;0.11
GC;2002;0.11
Wii;2009;0.11
PS2;2005;0.11
X360;2014;0.11
PS;1999;0.11
PS;2002;0.11
DS;2011;0.11
3DS;2012;0.11
PS2;2005;0.11
GBA;2002;0.11
GBA;2005;0.11
DS;2007;0.11
GBA;2004;0.11
GC;2002;0.11
DS;2007;0.11
PSP;2011;0.11
X360;2009;0.11
DS;2005;0.11
PSV;2013;0.11
PS2;2011;0.11
PS2;2007;0.11
X360;2010;0.11
SAT;1995;0.11
DS;2007;0.11
PS2;2004;0.11
Wii;2010;0.11
DS;2008;0.11
GBA;2002;0.11
XB;2003;0.11
PS3;2011;0.11
GC;2002;0.11
GC;2002;0.11
3DS;2015;0.11
Wii;2009;0.11
DS;2007;0.11
GBA;2002;0.11
PS3;2016;0.11
Wii;2007;0.11
PC;2011;0.11
3DS;2011;0.11
PS2;2002;0.11
Wii;2007;0.11
PSP;2008;0.11
X360;2008;0.11
X360;2008;0.11
PC;2015;0.11
DS;2011;0.11
PSP;2006;0.11
PS3;2011;0.11
DS;2007;0.11
GC;2005;0.11
XB;2003;0.11
PS2;2008;0.11
GBA;2002;0.11
PC;2009;0.11
PS3;2013;0.11
PS;1997;0.11
3DS;2011;0.11
PS2;2004;0.11
DS;2011;0.11
Wii;2008;0.11
X360;2007;0.11
DS;2010;0.11
DS;2008;0.11
3DS;2011;0.11
XB;2005;0.11
PS2;2009;0.11
DS;2011;0.11
PSP;2006;0.11
XB;2003;0.11
PSP;2006;0.11
DS;2007;0.11
GC;2003;0.11
GBA;2005;0.11
PS3;2011;0.11
PSP;2006;0.11
GC;2006;0.11
X360;2008;0.11
X360;2007;0.11
PS2;2002;0.11
PS2;2003;0.11
DS;2008;0.11
Wii;2011;0.11
PSP;2011;0.11
X360;2011;0.11
PSP;2005;0.11
PSP;2006;0.11
DS;2009;0.11
GC;2006;0.11
DS;2008;0.11
DS;2011;0.11
PSP;2010;0.11
Wii;2013;0.11
PS2;2003;0.11
SAT;1996;0.11
PS;1998;0.11
N64;1999;0.11
N64;1999;0.11
N64;1999;0.11
N64;1997;0.11
N64;1999;0.11
N64;1997;0.11
N64;2000;0.11
N64;1999;0.11
PC;2014;0.11
Wii;2009;0.11
PS3;2014;0.11
PSP;2010;0.11
X360;2009;0.11
SAT;1996;0.11
PS2;2002;0.11
PS3;2016;0.11
PSV;2014;0.11
PS2;2000;0.11
PS2;2007;0.11
PSP;2011;0.11
PS3;2015;0.11
PS2;2002;0.11
3DS;2011;0.11
X360;2011;0.11
PS;1999;0.11
PSP;2005;0.11
3DS;2012;0.11
DS;2007;0.11
PS2;2004;0.11
X360;2009;0.11
PC;2011;0.11
SAT;1997;0.11
GBA;2004;0.11
Wii;2009;0.11
X360;2006;0.11
PSV;2011;0.11
Wii;2009;0.11
XB;2002;0.11
XB;2003;0.11
XB;2002;0.11
PS;1999;0.11
PS;1997;0.11
PSV;2013;0.11
SNES;1993;0.11
DS;2005;0.11
DS;2006;0.11
DS;2009;0.11
Wii;2008;0.11
PSV;2016;0.11
SAT;1997;0.11
PC;2011;0.11
DS;2008;0.11
PSP;2013;0.11
GC;2002;0.11
Wii;2009;0.11
PS;2000;0.11
DS;2009;0.11
PSP;2012;0.11
DS;2010;0.11
XB;2005;0.11
PS2;2005;0.11
PS3;2009;0.11
PS2;2003;0.11
PS2;2005;0.11
SAT;1996;0.11
XB;2004;0.11
PS4;2016;0.11
Wii;2009;0.11
GC;2002;0.11
DS;2009;0.11
GC;2004;0.11
XB;2002;0.11
DS;2005;0.11
PS3;2013;0.11
X360;2009;0.11
PSP;2006;0.11
GBA;2001;0.11
PS2;2009;0.11
PSP;2007;0.11
DS;2009;0.11
3DS;2015;0.11
Wii;2011;0.11
PS2;2004;0.11
X360;2011;0.11
XB;2003;0.11
X360;2009;0.11
DS;2009;0.11
DS;2007;0.11
X360;2008;0.11
X360;2014;0.11
Wii;2011;0.11
GC;2003;0.11
NES;1994;0.11
PS4;2015;0.11
SAT;1997;0.11
PS;2000;0.11
DS;2010;0.11
PS;1997;0.11
PS;1999;0.11
PSP;2004;0.11
DS;2009;0.11
3DS;2015;0.11
PS2;2007;0.11
PSP;2006;0.11
X360;2007;0.11
PSP;2008;0.11
PS3;2011;0.11
Wii;2010;0.11
PS;1999;0.11
WiiU;2013;0.11
DS;2009;0.11
DS;2007;0.11
XOne;2014;0.11
DS;2006;0.11
SNES;1993;0.11
PSP;2007;0.11
X360;2012;0.11
DS;2008;0.11
WiiU;2013;0.11
PS;1995;0.11
PSP;2005;0.11
PS;1996;0.11
Wii;2009;0.11
GBA;2005;0.11
PS;2000;0.11
DS;2009;0.11
Wii;2009;0.11
X360;2010;0.11
PS2;2000;0.11
DS;2005;0.11
PC;2010;0.11
GBA;2005;0.11
PS;1999;0.11
DS;2005;0.11
PS2;2006;0.11
PS;1995;0.11
GC;2005;0.11
PS;1994;0.11
DS;2007;0.11
3DS;2011;0.11
PSP;2011;0.11
PC;2009;0.11
PS;1999;0.11
3DS;2011;0.11
PSP;2006;0.11
X360;2016;0.11
GC;2002;0.11
PS3;2009;0.11
DS;2008;0.11
DS;2009;0.11
Wii;2010;0.11
DC;2000;0.11
PS2;2006;0.11
DS;2009;0.11
XB;2003;0.11
PS;2001;0.11
PS;1999;0.11
PS2;2007;0.11
DS;2007;0.11
XB;2004;0.11
PS;1995;0.11
PS;1998;0.11
PS2;2009;0.11
GBA;2004;0.11
PS2;2002;0.11
SAT;1995;0.11
PSP;2006;0.11
3DS;2014;0.11
PS3;2009;0.11
PSP;2012;0.11
Wii;2010;0.11
GBA;2002;0.11
PSV;2014;0.11
PS;1999;0.11
PSV;2016;0.11
PSV;2014;0.11
PSP;2012;0.11
DS;2009;0.11
PS2;2006;0.11
WiiU;2015;0.11
PSP;2010;0.11
X360;2011;0.11
DS;2006;0.11
XB;2005;0.11
DS;2009;0.11
PS;1995;0.11
PSP;2012;0.11
PSV;2014;0.11
PS3;2010;0.11
SNES;1995;0.11
Wii;2008;0.11
PSP;2011;0.11
XB;2005;0.11
PSP;2010;0.11
Wii;2011;0.11
GBA;2003;0.11
PS;2000;0.11
PS;1995;0.11
X360;2006;0.1
Wii;2006;0.1
DS;2011;0.1
SNES;1995;0.1
DS;2005;0.1
PS2;2002;0.1
DS;2006;0.1
PS2;2010;0.1
DS;2008;0.1
DS;2010;0.1
PS3;2009;0.1
Wii;2008;0.1
PS2;2005;0.1
PSP;2006;0.1
PSP;2012;0.1
XB;2003;0.1
PS3;2015;0.1
PS3;2014;0.1
DS;2007;0.1
PSP;2007;0.1
DS;2009;0.1
GC;2003;0.1
XB;2003;0.1
PS2;2003;0.1
PSV;2015;0.1
XB;2005;0.1
XB;2005;0.1
DS;2009;0.1
XB;2004;0.1
Wii;2013;0.1
PS2;2004;0.1
Wii;2012;0.1
Wii;2010;0.1
DS;2009;0.1
GBA;2005;0.1
X360;2011;0.1
PS2;2005;0.1
PSV;2011;0.1
PS2;2005;0.1
DS;2010;0.1
DS;2008;0.1
PS3;2009;0.1
X360;2008;0.1
PS2;2010;0.1
GC;2003;0.1
PC;2009;0.1
GC;2005;0.1
DS;2009;0.1
PS2;2001;0.1
PS3;2009;0.1
PS3;2014;0.1
N64;2000;0.1
Wii;2010;0.1
PSP;2006;0.1
DS;2009;0.1
PS3;2013;0.1
PS3;2012;0.1
Wii;2009;0.1
DS;2011;0.1
PSP;2005;0.1
DS;2008;0.1
DS;2011;0.1
DS;2007;0.1
3DS;2014;0.1
PSP;2006;0.1
Wii;2007;0.1
Wii;2008;0.1
PS2;2002;0.1
GBA;2003;0.1
PC;2004;0.1
Wii;2011;0.1
X360;2014;0.1
PS3;2010;0.1
XB;2003;0.1
PS2;2002;0.1
X360;2010;0.1
PS;1995;0.1
DS;2007;0.1
3DS;2013;0.1
GBA;2004;0.1
PS3;2014;0.1
GBA;2004;0.1
PS2;2003;0.1
PSP;2004;0.1
Wii;2009;0.1
DS;2010;0.1
PSP;2007;0.1
DS;2009;0.1
XOne;2015;0.1
XB;2003;0.1
X360;2008;0.1
PS2;2005;0.1
PS;1999;0.1
PS;1995;0.1
3DS;2012;0.1
Wii;2007;0.1
PSP;2011;0.1
DS;2010;0.1
PS3;2010;0.1
DS;2008;0.1
PS4;2015;0.1
PSP;2011;0.1
DS;2006;0.1
DS;2008;0.1
XB;2004;0.1
GBA;2002;0.1
DC;1999;0.1
XB;2005;0.1
Wii;2010;0.1
PSP;2011;0.1
DS;2007;0.1
PSP;2007;0.1
PS;1998;0.1
XB;2004;0.1
DS;2011;0.1
PSP;2009;0.1
DS;2009;0.1
DS;2008;0.1
PS;1995;0.1
DC;1999;0.1
PSP;2008;0.1
Wii;2009;0.1
PSP;2007;0.1
XB;2003;0.1
Wii;2012;0.1
PS3;2011;0.1
GC;2002;0.1
DS;2007;0.1
PS;1999;0.1
Wii;2009;0.1
Wii;2008;0.1
DS;2007;0.1
DS;2007;0.1
Wii;2009;0.1
PS2;2003;0.1
GC;2006;0.1
PS2;2002;0.1
XOne;2015;0.1
XB;2001;0.1
DS;2010;0.1
PS3;2014;0.1
DS;2006;0.1
X360;2007;0.1
PSP;2009;0.1
GC;2003;0.1
X360;2009;0.1
X360;2011;0.1
DS;2009;0.1
PS3;2007;0.1
XB;2006;0.1
PS2;2002;0.1
PSP;2013;0.1
PC;2004;0.1
PS2;2006;0.1
XB;2005;0.1
GC;2002;0.1
PS2;2005;0.1
DS;2006;0.1
Wii;2008;0.1
X360;2014;0.1
PS3;2007;0.1
PS4;2015;0.1
PS2;2009;0.1
PS;1996;0.1
Wii;2008;0.1
GC;2003;0.1
Wii;2008;0.1
X360;2011;0.1
SAT;1995;0.1
DS;2012;0.1
GC;2002;0.1
PC;2016;0.1
PSP;2010;0.1
PS;2000;0.1
DS;2009;0.1
PS;1999;0.1
PC;2012;0.1
X360;2012;0.1
DS;2006;0.1
PS3;2012;0.1
Wii;2009;0.1
PS2;2001;0.1
PSV;2011;0.1
DS;2010;0.1
DS;2010;0.1
DS;2006;0.1
SAT;1996;0.1
GBA;2004;0.1
X360;2008;0.1
PS2;2007;0.1
XOne;2015;0.1
DS;2008;0.1
X360;2006;0.1
DS;2009;0.1
PSP;2010;0.1
XB;2002;0.1
XB;2004;0.1
PS2;2005;0.1
SAT;1997;0.1
PS;2001;0.1
Wii;2008;0.1
PS;1998;0.1
XB;2004;0.1
Wii;2007;0.1
Wii;2008;0.1
X360;2010;0.1
DS;2007;0.1
PS2;2004;0.1
X360;2010;0.1
GBA;2001;0.1
N64;1998;0.1
N64;2000;0.1
N64;2001;0.1
PS3;2012;0.1
N64;1998;0.1
N64;2000;0.1
N64;1997;0.1
N64;1997;0.1
N64;1998;0.1
PS3;2008;0.1
N64;1998;0.1
N64;1998;0.1
PS;1999;0.1
PC;2010;0.1
DS;2009;0.1
GBA;2002;0.1
Wii;2008;0.1
PS3;2011;0.1
DS;2008;0.1
PS;2001;0.1
GBA;2003;0.1
PC;2011;0.1
X360;2005;0.1
DC;1999;0.1
PSP;2006;0.1
PS2;2001;0.1
PS;1999;0.1
XB;2004;0.1
PS3;2014;0.1
PS;1997;0.1
PS4;2015;0.1
3DS;2011;0.1
XB;2003;0.1
XB;2004;0.1
DS;2005;0.1
DS;2007;0.1
XB;2005;0.1
PS3;2014;0.1
DS;2007;0.1
XB;2006;0.1
XB;2002;0.1
PS3;2015;0.1
PS;1994;0.1
PS4;2015;0.1
Wii;2012;0.1
PS;1997;0.1
Wii;2011;0.1
XB;2005;0.1
DC;2000;0.1
PS3;2010;0.1
SAT;1995;0.1
PS3;2011;0.1
DS;2006;0.1
XB;2003;0.1
SNES;1995;0.1
PSP;2006;0.1
PSV;2012;0.1
3DS;2011;0.1
DS;2009;0.1
X360;2012;0.1
PC;1999;0.1
PC;2010;0.1
XB;2005;0.1
X360;2007;0.1
PC;2014;0.1
Wii;2007;0.1
PSV;2014;0.1
PS2;2008;0.1
3DS;2013;0.1
DS;2011;0.1
DS;2010;0.1
XOne;2015;0.1
Wii;2007;0.1
GC;2001;0.1
DS;2009;0.1
X360;2010;0.1
PS2;2003;0.1
SAT;1996;0.1
X360;2010;0.1
X360;2011;0.1
PS2;2002;0.1
DS;2009;0.1
X360;2011;0.1
XB;2004;0.1
PSP;2011;0.1
PSP;2009;0.1
DS;2008;0.1
Wii;2010;0.1
PC;2009;0.1
GBA;2004;0.1
Wii;2009;0.1
X360;2011;0.1
DS;2008;0.1
PS2;2004;0.1
PS;2001;0.1
PS4;2015;0.1
Wii;2009;0.1
3DS;2011;0.1
DS;2008;0.1
DS;2009;0.1
PC;2016;0.1
3DS;2011;0.1
PS3;2016;0.1
PSP;2006;0.1
XB;2004;0.1
PS;1996;0.1
3DS;2011;0.1
PSP;2008;0.1
DS;2007;0.1
PS2;2005;0.1
X360;2013;0.1
PS2;2007;0.1
DS;2006;0.1
PS;1998;0.1
DS;2010;0.1
SNES;1995;0.1
GBA;2004;0.1
XB;2002;0.1
PS;1997;0.1
X360;2009;0.1
Wii;2008;0.1
XOne;2015;0.1
DS;2011;0.1
PS2;2007;0.1
PS;1996;0.1
PC;2015;0.1
PS;1998;0.1
DS;2008;0.1
PSP;2009;0.1
DS;2008;0.1
Wii;2007;0.1
X360;2009;0.1
DS;2005;0.1
XB;2006;0.1
PS2;2004;0.1
X360;2010;0.1
PS3;2011;0.1
PS;1997;0.1
PS2;2001;0.1
PSV;2013;0.1
PSV;2013;0.1
PS;1996;0.1
DS;2007;0.1
XB;2003;0.1
DS;2007;0.1
GBA;2002;0.1
Wii;2011;0.1
PS3;2007;0.1
PC;2011;0.1
Wii;2009;0.1
DS;2008;0.1
PSV;2012;0.1
PS2;2006;0.1
X360;2011;0.1
PSP;2012;0.1
Wii;2009;0.1
GBA;2006;0.1
GBA;2002;0.1
GC;2004;0.1
XB;2002;0.1
DS;2007;0.1
DS;2009;0.1
PS;1997;0.1
DS;2010;0.1
DS;2011;0.1
DS;2010;0.1
PSP;2006;0.1
DS;2008;0.1
X360;2011;0.1
X360;2007;0.1
3DS;2011;0.1
DS;2010;0.1
3DS;2014;0.1
XB;2002;0.1
DS;2009;0.1
PS4;2014;0.1
DS;2006;0.1
DS;2011;0.1
3DS;2014;0.1
XB;2002;0.1
X360;2011;0.1
XOne;2016;0.1
PSP;2006;0.1
PC;2007;0.1
PS2;2002;0.09
DS;2007;0.09
XB;2005;0.09
X360;2010;0.09
PSV;2013;0.09
PS;1998;0.09
Wii;2011;0.09
PS;2000;0.09
PSP;2010;0.09
GC;2005;0.09
3DS;2016;0.09
PS2;2003;0.09
Wii;2011;0.09
X360;2009;0.09
XB;2002;0.09
PC;2010;0.09
PS2;2006;0.09
Wii;2009;0.09
PC;2011;0.09
PS3;2011;0.09
PC;2014;0.09
PC;2011;0.09
GC;2005;0.09
PS3;2010;0.09
X360;2009;0.09
GC;2002;0.09
PS4;2016;0.09
XB;2004;0.09
PC;2006;0.09
XB;2002;0.09
DS;2009;0.09
XB;2005;0.09
PS2;2003;0.09
Wii;2011;0.09
PS4;2016;0.09
SAT;1998;0.09
DS;2008;0.09
PSP;2012;0.09
3DS;2012;0.09
DS;2009;0.09
PS;1998;0.09
Wii;2008;0.09
PS;2001;0.09
PS;1997;0.09
SNES;1995;0.09
3DS;2013;0.09
WiiU;2014;0.09
PS2;2001;0.09
PSP;2006;0.09
PSP;2010;0.09
GBA;2002;0.09
X360;2010;0.09
DS;2008;0.09
PS2;2004;0.09
XB;2002;0.09
PS2;2004;0.09
PS2;2004;0.09
PS;1995;0.09
X360;2008;0.09
DS;2006;0.09
SAT;1998;0.09
XB;2003;0.09
GBA;2005;0.09
DS;2005;0.09
X360;2015;0.09
PSP;2005;0.09
Wii;2009;0.09
PS2;2005;0.09
PSP;2008;0.09
PS;2001;0.09
PSP;2005;0.09
PSV;2016;0.09
WiiU;2013;0.09
PS4;2015;0.09
PS2;2000;0.09
PSP;2012;0.09
DS;2010;0.09
GC;2002;0.09
XB;2005;0.09
SAT;1995;0.09
PS2;2004;0.09
DS;2005;0.09
PS2;2009;0.09
3DS;2014;0.09
PSP;2010;0.09
Wii;2009;0.09
PS4;2015;0.09
PS;1995;0.09
PSP;2008;0.09
PS2;2003;0.09
Wii;2011;0.09
Wii;2008;0.09
XB;2005;0.09
GC;2004;0.09
PSV;2016;0.09
SAT;1998;0.09
DS;2005;0.09
XB;2005;0.09
DS;2009;0.09
PSV;2014;0.09
PS;1996;0.09
PSP;2010;0.09
DS;2004;0.09
DS;2011;0.09
PS2;2007;0.09
3DS;2012;0.09
DS;2009;0.09
PS;2001;0.09
XB;2004;0.09
Wii;2010;0.09
X360;2010;0.09
GBA;2002;0.09
PS2;2003;0.09
Wii;2009;0.09
PS2;2006;0.09
PC;2007;0.09
PSP;2009;0.09
GBA;2002;0.09
X360;2006;0.09
GC;2003;0.09
PS3;2010;0.09
PS3;2011;0.09
PS2;2010;0.09
DS;2006;0.09
PS;2000;0.09
PS3;2007;0.09
DS;2008;0.09
XB;2004;0.09
DS;2005;0.09
PC;2015;0.09
PSP;2006;0.09
PS3;2007;0.09
PC;2005;0.09
PSP;2005;0.09
DS;2007;0.09
PSP;2006;0.09
PS4;2016;0.09
Wii;2010;0.09
PS3;2009;0.09
PS3;2012;0.09
DS;2009;0.09
PS;1996;0.09
DS;2008;0.09
X360;2015;0.09
PS2;2003;0.09
GBA;2002;0.09
DS;2010;0.09
PSP;2007;0.09
DS;2011;0.09
PS3;2009;0.09
Wii;2007;0.09
XB;2005;0.09
PS;1995;0.09
XB;2002;0.09
PS2;2005;0.09
PSP;2009;0.09
PS2;2002;0.09
DS;2009;0.09
PS2;2003;0.09
PS3;2013;0.09
PS;2001;0.09
PSP;2008;0.09
3DS;2011;0.09
PS;1997;0.09
PS2;2005;0.09
PS;1998;0.09
PC;2011;0.09
GC;2002;0.09
XB;2003;0.09
SAT;1998;0.09
PS2;2000;0.09
DS;2010;0.09
PS2;2007;0.09
3DS;2015;0.09
X360;2011;0.09
PSP;2009;0.09
DC;2000;0.09
GC;2002;0.09
DS;2010;0.09
DS;2011;0.09
PS2;2002;0.09
DS;2009;0.09
PS3;2009;0.09
DS;2011;0.09
DS;2010;0.09
PS2;2001;0.09
PSV;2012;0.09
GBA;2002;0.09
DS;2006;0.09
PS2;2001;0.09
3DS;2016;0.09
DS;2008;0.09
Wii;2010;0.09
Wii;2008;0.09
DS;2005;0.09
PS3;2011;0.09
PS2;2003;0.09
DS;2011;0.09
PSP;2009;0.09
Wii;2009;0.09
Wii;2010;0.09
PS2;2000;0.09
DS;2008;0.09
X360;2011;0.09
PS;1998;0.09
DS;2010;0.09
DS;2008;0.09
PS2;2002;0.09
Wii;2008;0.09
DS;2008;0.09
GBA;2003;0.09
Wii;2010;0.09
DS;2005;0.09
3DS;2013;0.09
PS3;2010;0.09
WiiU;2014;0.09
X360;2010;0.09
PSP;2007;0.09
DS;2007;0.09
PSP;2006;0.09
X360;2010;0.09
PS2;2005;0.09
3DS;2011;0.09
DS;2007;0.09
PS3;2008;0.09
N64;1998;0.09
N64;1996;0.09
SNES;1995;0.09
N64;1998;0.09
N64;1998;0.09
N64;2000;0.09
3DS;2013;0.09
Wii;2009;0.09
DS;2006;0.09
PS;1996;0.09
GBA;2005;0.09
PS3;2011;0.09
Wii;2009;0.09
PS;1997;0.09
SAT;1995;0.09
PSP;2007;0.09
PSP;2005;0.09
PSP;2009;0.09
PS;1995;0.09
PSP;2012;0.09
PS4;2016;0.09
PSP;2013;0.09
Wii;2009;0.09
X360;2008;0.09
DS;2007;0.09
PSP;2009;0.09
DS;2009;0.09
Wii;2008;0.09
PS2;2007;0.09
PSP;2009;0.09
PS4;2015;0.09
PS3;2011;0.09
PS3;2009;0.09
GC;2002;0.09
PS2;2007;0.09
XB;2002;0.09
PC;2008;0.09
Wii;2008;0.09
PS;2002;0.09
Wii;2011;0.09
PS2;2000;0.09
SAT;1994;0.09
X360;2014;0.09
PS2;2003;0.09
PSP;2008;0.09
PS2;2000;0.09
Wii;2011;0.09
PS3;2009;0.09
PS2;2007;0.09
X360;2007;0.09
PSP;2014;0.09
PS2;2001;0.09
Wii;2008;0.09
Wii;2011;0.09
Wii;2010;0.09
X360;2008;0.09
PSV;2012;0.09
Wii;2009;0.09
PS3;2011;0.09
DS;2010;0.09
DS;2011;0.09
DS;2010;0.09
DS;2008;0.09
GC;2006;0.09
X360;2010;0.09
PS3;2008;0.09
PC;2009;0.09
DS;2010;0.09
Wii;2009;0.09
DS;2007;0.09
XB;2002;0.09
GC;2002;0.09
XB;2005;0.09
Wii;2010;0.09
XB;2004;0.09
XB;2004;0.09
XB;2002;0.09
Wii;2007;0.09
PS;2001;0.09
DS;2009;0.09
SNES;1993;0.09
DS;2008;0.09
PS3;2012;0.09
DS;2007;0.09
GC;2003;0.09
PS3;2011;0.09
XB;2005;0.09
PS2;2006;0.09
Wii;2010;0.09
PSV;2012;0.09
PSP;2005;0.09
3DS;2011;0.09
XOne;2016;0.09
PSP;2012;0.09
PSP;2006;0.09
Wii;2006;0.09
DS;2009;0.09
PC;2005;0.09
PC;2002;0.09
PS3;2015;0.09
PSP;2006;0.09
WiiU;2013;0.09
3DS;2013;0.09
DS;2010;0.09
Wii;2008;0.09
GC;2005;0.09
X360;2015;0.09
Wii;2008;0.09
DS;2008;0.09
PC;2006;0.09
XB;2004;0.09
XB;2004;0.09
GC;2005;0.09
PS;1996;0.09
XB;2003;0.09
GBA;2003;0.09
DS;2006;0.09
X360;2008;0.09
WiiU;2016;0.09
GC;2005;0.09
X360;2009;0.09
X360;2007;0.09
X360;2015;0.09
Wii;2009;0.09
X360;2006;0.09
PS3;2011;0.09
DS;2008;0.09
PS;2000;0.09
XB;2004;0.09
X360;2014;0.09
PC;2011;0.09
PS2;2005;0.09
DS;2008;0.09
GC;2002;0.09
PS4;2015;0.09
SAT;1999;0.09
PS3;2011;0.09
PS3;2013;0.09
PS;2000;0.09
PS2;2007;0.09
Wii;2009;0.09
DS;2009;0.09
DS;2006;0.09
PS;1998;0.09
PSP;2006;0.09
XB;2004;0.09
PC;2004;0.09
DS;2008;0.09
PSP;2007;0.09
Wii;2011;0.09
GBA;2006;0.09
XB;2005;0.09
PSP;2010;0.09
N64;1996;0.09
X360;2014;0.09
XB;2005;0.09
DS;2008;0.09
GBA;2003;0.09
Wii;2010;0.09
PS3;2011;0.09
PC;2011;0.09
DS;2008;0.09
GBA;2004;0.09
PC;2015;0.09
GC;2003;0.09
PC;2012;0.09
PS3;2014;0.09
XB;2005;0.09
PS;1998;0.09
DS;2010;0.09
PS3;2007;0.09
PS2;2001;0.09
X360;2009;0.09
DS;2006;0.09
GBA;2001;0.09
PS2;2011;0.09
PSP;2008;0.09
PSP;2009;0.09
PS;1997;0.09
PC;2011;0.09
PS2;2002;0.09
Wii;2011;0.09
DS;2008;0.09
DC;1999;0.09
DS;2007;0.09
PS;2000;0.09
PSP;2009;0.09
WiiU;2014;0.09
PS;1995;0.09
PS2;2005;0.09
PS2;2002;0.09
PS3;2011;0.09
XOne;2015;0.09
PSV;2016;0.09
Wii;2009;0.09
3DS;2012;0.09
PS2;2004;0.09
PS;1997;0.09
GBA;2006;0.09
PS2;2001;0.09
PS2;2006;0.09
PSP;2009;0.09
PSP;2008;0.08
3DS;2015;0.08
XB;2007;0.08
SAT;1995;0.08
PS2;2000;0.08
GC;2004;0.08
PS2;2008;0.08
PSP;2006;0.08
DS;2009;0.08
DS;2008;0.08
SAT;1996;0.08
Wii;2009;0.08
PS3;2010;0.08
PSV;2014;0.08
PS4;2014;0.08
PSP;2008;0.08
PS;1999;0.08
PSP;2010;0.08
SAT;1995;0.08
PS2;2006;0.08
GBA;2004;0.08
DS;2009;0.08
PS3;2014;0.08
DS;2009;0.08
Wii;2010;0.08
X360;2007;0.08
PS2;2007;0.08
DS;2011;0.08
DS;2005;0.08
PS;1998;0.08
SAT;1994;0.08
GBA;2004;0.08
X360;2014;0.08
PSP;2009;0.08
GBA;2004;0.08
GBA;2003;0.08
Wii;2008;0.08
PC;2005;0.08
PSP;2005;0.08
XB;2003;0.08
DC;2000;0.08
DS;2010;0.08
DS;2008;0.08
DS;2011;0.08
GBA;2005;0.08
XB;2002;0.08
PS4;2015;0.08
PS;1998;0.08
DS;2009;0.08
X360;2014;0.08
PS;1999;0.08
X360;2011;0.08
DS;2008;0.08
X360;2013;0.08
XOne;2015;0.08
PS2;2001;0.08
PC;2011;0.08
DS;2010;0.08
PSP;2006;0.08
PC;2013;0.08
WiiU;2012;0.08
GBA;2003;0.08
DS;2008;0.08
PSP;2010;0.08
3DS;2011;0.08
DS;2012;0.08
GBA;2003;0.08
GC;2002;0.08
PS2;2006;0.08
DS;2010;0.08
X360;2009;0.08
PS2;2008;0.08
PS2;2000;0.08
GBA;2003;0.08
X360;2006;0.08
3DS;2015;0.08
PS;2000;0.08
GBA;2004;0.08
SNES;1991;0.08
DS;2011;0.08
DS;2008;0.08
PSP;2010;0.08
GBA;2004;0.08
XB;2003;0.08
PS2;2003;0.08
3DS;2011;0.08
PC;2013;0.08
XB;2006;0.08
PS2;2002;0.08
DS;2010;0.08
GBA;2004;0.08
GBA;2003;0.08
PS2;2000;0.08
Wii;2010;0.08
3DS;2011;0.08
GC;2005;0.08
GC;2005;0.08
GBA;2004;0.08
GC;2006;0.08
GBA;2001;0.08
XB;2006;0.08
PS2;2008;0.08
PS;1995;0.08
PS2;2002;0.08
DS;2007;0.08
3DS;2011;0.08
PSP;2009;0.08
DS;2006;0.08
PS3;2015;0.08
PS3;2010;0.08
DC;1998;0.08
PS;2000;0.08
PS3;2009;0.08
PS2;2006;0.08
GBA;2005;0.08
X360;2011;0.08
PC;2012;0.08
PS2;2005;0.08
DS;2007;0.08
PSP;2006;0.08
PS2;2005;0.08
DS;2009;0.08
PC;2010;0.08
PS;1996;0.08
SNES;1998;0.08
PS2;2009;0.08
PSP;2005;0.08
PS4;2015;0.08
PS;1996;0.08
3DS;2013;0.08
3DS;2013;0.08
DS;2009;0.08
PS2;2009;0.08
